Event_Title,Date,Time,Venue,Address,url,Latitude,Longitude,Category
The Ember Realm Fantasy Ball,2025-07-05,18:30,Wattle Park,"Riversdale Road Burwood, VIC 3125",https://www.eventbrite.com.au/e/the-ember-realm-fantasy-ball-tickets-1315783747609?aff=ebdssbdestsearch,-37.8375447,145.1100587,Social/Dating
Sip and Paint in Melbourne: Twilight Walk on the Beach,2025-07-05,18:30,Ladder Art Space,"4/81 Denmark St Kew, VIC 3101Get directions",https://www.eventbrite.com.au/e/sip-and-paint-in-melbourne-twilight-walk-on-the-beach-tickets-130853433141?aff=ebdssbdestsearch,-37.8089958,145.0285779,Art
2025 Hamel Soiree,2025-07-05,19:00,Simpson Barracks,"Simpson Barracks Sergeants Mess Mackay Road Yallambie, VIC 3085Get directions",https://www.eventbrite.com.au/e/2025-hamel-soiree-tickets-1373895040049?aff=ebdssbdestsearch,-37.72555759999999,145.0864363,Business/Networking
Speed Puzzling Melbourne Twilight Series #1,2025-07-05,17:00,The Gaming Arena,"123 Bakers Road Coburg North, VIC 3058Get directions",https://www.eventbrite.com.au/e/speed-puzzling-melbourne-twilight-series-1-tickets-1347690501569?aff=ebdssbdestsearch,-37.7266428,144.9549903,Games
Soulutations Single Release at Bar 303,2025-07-05,20:00,Bar 303,"303 High Street Northcote, VIC 3070Get directions",https://www.eventbrite.com/e/soulutations-single-release-at-bar-303-tickets-1413544322119?aff=ebdssbdestsearch,-37.7713256,144.9982378,Music
Watercolour Embroidery Workshop  - Saturday July 5th,2025-07-05,11:30,Mystik River,"3 Southgate Avenue Southbank, VIC 3006",https://www.eventbrite.com.au/e/watercolour-embroidery-workshop-saturday-july-5th-tickets-1278974149109?aff=ebdssbdestsearch,-37.820556,144.965833,Talks/Workshops
Glow Up After 40: Makeup Masterclass in Docklands,2025-07-05,10:00,39 Caravel Ln,"39 Caravel Lane Docklands, VIC 3008Get directions",https://www.eventbrite.com.au/e/glow-up-after-40-makeup-masterclass-in-docklands-tickets-1416360565579?aff=ebdssbdestsearch,-37.8147511,144.9407389,Talks/Workshops
MTG - Final Fantasy Draft Event - Gameology BRUNSWICK - 05/07/2025,2025-07-05,11:30,Gameology Brunswick,"36 Hope Street Brunswick, VIC 3056Get directions",https://www.eventbrite.com.au/e/mtg-final-fantasy-draft-event-gameology-brunswick-05072025-tickets-1414499479019?aff=ebdssbdestsearch,-37.7638098,144.9595269,Games
Heathdale Netball Club  2025 Mid-Year Awards,2025-07-05,17:30,AiroWorld Trampoline & Inflatable Park,"61 Dohertys Road Altona North, VIC 3025Get directions",https://www.eventbrite.com.au/e/heathdale-netball-club-2025-mid-year-awards-tickets-1403224344789?aff=ebdssbdestsearch,-37.8323038,144.8252729,Sport
Human Forest - A Regenerative & Connective Experience of Devotional Touch.,2025-07-05,18:45,Centre of You,"Upstairs, 217 Chapel St Prahran Melbourne, VIC 3181",https://www.eventbrite.com.au/e/human-forest-a-regenerative-connective-experience-of-devotional-touch-tickets-1352965649679?aff=ebdssbdestsearch,-37.8509316,144.9933031,Talks/Workshops
DALILA,2025-07-05,21:00,8 Jackson St,"8 Jackson Street Toorak, VIC 3142Get directions",https://www.eventbrite.com/e/dalila-tickets-1418017892689?aff=ebdssbdestsearch,-37.8401479,145.0079409,Music
Bread exhibition by iSquared Gallery,2025-07-05,16:00,Neon Parlour,"791 High Street Thornbury, VIC 3071Get directions",https://www.eventbrite.com/e/bread-exhibition-by-isquared-gallery-tickets-1381209748539?aff=ebdssbdestsearch,-37.75664140000001,145.0006435,Art
SILLY FUNDRAISER FOR LOCAL INDIE MOVIE!,2025-07-05,18:30,Learning Centre – CERES Community Environment Park,"Lee Street Brunswick East, VIC 3057Get directions",https://www.eventbrite.com.au/e/silly-fundraiser-for-local-indie-movie-tickets-1370017151179?aff=ebdssbdestsearch,-37.7653985,144.984074,Comedy
LATIN TAKEOVER: ONE NIGHT ONLY — MELBOURNE,2025-07-05,22:00,The George on Collins,"162-168 Collins Street Melbourne, VIC 3000Get directions",https://www.eventbrite.com.au/e/latin-takeover-one-night-only-melbourne-tickets-1420928979829?aff=ebdssbdestsearch,-37.8144752,144.9678467,Music
Book Swap and Pilates With Good Times Pilates,2025-07-05,09:00,Studio Take Care,"1 Pitt Street Brunswick, VIC 3056Get directions",https://www.eventbrite.com.au/e/book-swap-and-pilates-with-good-times-pilates-tickets-1395663098899?aff=ebdssbdestsearch,-37.7711984,144.9711714,Talks/Workshops
Tom Liberatore 'Meet & Greet' at Collect Fest Melbourne!,2025-07-05,15:00,Melbourne Convention and Exhibition Centre (MCEC),"1 Convention Centre Place South Wharf, VIC 3006Get directions",https://www.eventbrite.com.au/e/tom-liberatore-meet-greet-at-collect-fest-melbourne-tickets-1375230273769?aff=ebdssbdestsearch,-37.8253797,144.9523539,Business/Networking
my aeon presents... fabrication I gabriel moraes I butterz qld... july 05,2025-07-05,21:00,my aeon,"791 Sydney Road Brunswick, VIC 3056Get directions",https://www.eventbrite.com.au/e/my-aeon-presents-fabrication-i-gabriel-moraes-i-butterz-qld-july-05-tickets-1372181514849?aff=ebdssbdestsearch,-37.7581868,144.9633301,Music
Wine N' Dine | Melbourne (VIC),2025-07-05,12:00,Melbourne,"Multiple Venues Melbourne, VIC 3000Get directions",https://www.eventbrite.com/e/wine-n-dine-melbourne-vic-tickets-1343547850789?aff=ebdssbdestsearch,-37.8095779,144.9691985,Social/Dating
The New Mum Reset Group,2025-07-05,10:00,The Three Seas Psychology Group - Richmond,"637-639 Bridge Road Richmond, VIC 3121Get directions",https://www.eventbrite.com/e/the-new-mum-reset-group-tickets-1418285232309?aff=ebdssbdestsearch,-37.8196163,145.0121352,Talks/Workshops
Jesse Lawrance and Band at The Lomond Hotel.,2025-07-05,17:00,The Lomond Hotel,"225 Nicholson Street Brunswick East, VIC 3057Get directions",https://www.eventbrite.com.au/e/jesse-lawrance-and-band-at-the-lomond-hotel-tickets-1416085392529?aff=ebdssbdestsearch,-37.7670861,144.9800057,Music
MCW Ballroom Brawl 2025,2025-07-05,19:00,Melbourne Pavilion,"135-157 Racecourse Road Kensington, VIC 3031",https://www.eventbrite.com.au/e/mcw-ballroom-brawl-2025-tickets-1266888610939?aff=ebdssbdestsearch,-37.7891081,144.9364233,Sport
BioEnergetic Yin Yoga Therapy Certification Training - Level 1.,2025-07-05,09:00,Centre of You,"Upstairs, 217 Chapel St Prahran Melbourne, VIC 3181",https://www.eventbrite.com.au/e/bioenergetic-yin-yoga-therapy-certification-training-level-1-tickets-1343644640289?aff=ebdssbdestsearch,-37.8509316,144.9933031,Talks/Workshops
FANGFEST,2025-07-05,13:30,Fairfield Bowling Club,"125 Gillies Street Fairfield, VIC 3078",https://www.eventbrite.com/e/fangfest-tickets-1353028427449?aff=ebdssbdestsearch,-37.7749915,145.0180042,Music
'Introduction into  Wines' Masterclass,2025-07-05,15:00,Northside Wines,"543-545 High Street Northcote, VIC 3070Get directions",https://www.eventbrite.com.au/e/introduction-into-wines-masterclass-tickets-1358002184089?aff=ebdssbdestsearch,-37.764227,144.9994439,Talks/Workshops
Vita Mat Pilates within community,2025-07-05,09:00,21 Queen St,"21 Queen Street Nunawading, VIC 3132Get directions",https://www.eventbrite.com.au/e/vita-mat-pilates-within-community-tickets-1429698479639?aff=ebdssbdestsearch,-37.8180761,145.1866789,Talks/Workshops
"#FOMO - UNDER 18s -@ Ovia Bar, South Melbourne",2025-07-05,17:00,Ovia Bar Melbourne,"345 Clarendon Street South Melbourne, VIC 3205Get directions",https://www.eventbrite.com.au/e/fomo-under-18s-ovia-bar-south-melbourne-tickets-1426244548839?aff=ebdssbdestsearch,-37.83531900000001,144.9619407,Music
Felt Flowers: creative workshop,2025-07-05,14:00,Caelene Nee Glen,"143 Martin Street Brighton, VIC 3186",https://www.eventbrite.com.au/e/felt-flowers-creative-workshop-tickets-1418058935449?aff=ebdssbdestsearch,-37.8971051,145.0033783,Talks/Workshops
"July 5th Saturday | Singles Pilates Brunch - Move, Mingle & Meet",2025-07-05,09:45,Ryve,"38 Shafton Street Huntingdale, VIC 3166Get directions",https://www.eventbrite.com.au/e/july-5th-saturday-singles-pilates-brunch-move-mingle-meet-tickets-1415891903799?aff=ebdssbdestsearch,-37.909191,145.107164,Social/Dating
Downtown - The Petula Clark & Carole King Essentials,2025-07-05,19:00,Speakeasy Theatre,"522 Flinders Street Melbourne, VIC 3000Get directions",https://www.eventbrite.com.au/e/downtown-the-petula-clark-carole-king-essentials-tickets-237416688707?aff=ebdssbdestsearch,-37.8203505,144.956935,Music
Arcoíris Queer Latin Party: Carnaval de las Flores Neón,2025-07-05,21:00,Sircuit Bar,"103-105 Smith Street Fitzroy, VIC 3065Get directions",https://www.eventbrite.com.au/e/arcoiris-queer-latin-party-carnaval-de-las-flores-neon-tickets-1395837630929?aff=ebdssbdestsearch,-37.8058061,144.9830037,Social/Dating
The Support Worker Hub - Networking & Info Workshop,2025-07-05,10:00,25 Mt Alexander Rd,"25 Mount Alexander Road Flemington, VIC 3031Get directions",https://www.eventbrite.com/e/the-support-worker-hub-networking-info-workshop-tickets-1389201241309?aff=ebdssbdestsearch,-37.7858908,144.9379049,Talks/Workshops
The Texture of Winter: Expressive Palette Knife Painting,2025-07-05,15:00,15-85 Gladstone St,"15-85 Gladstone Street South Melbourne, VIC 3205Get directions",https://www.eventbrite.com.au/e/the-texture-of-winter-expressive-palette-knife-painting-tickets-1380479935649?aff=ebdssbdestsearch,-37.8291707,144.9518739,Talks/Workshops
Eat The Beat : UNITY,2025-07-05,22:00,New Guernica,"64 Smith Street Collingwood, VIC 3066Get directions",https://www.eventbrite.com.au/e/eat-the-beat-unity-tickets-1388958364859?aff=ebdssbdestsearch,-37.8062529,144.9832565,Music
STAYC,2025-07-05,19:00,Festival Hall,"300 Dudley St, West Melbourne VIC 3003, Australia",https://www.facebook.com/events/590755566758149/,-37.8098193,144.9508057,Music
Velvet Bloom Album Tour - Northcote Social Club,2025-07-05,20:30,Northcote Social Club,"301 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/627615203463939/,-37.771471,144.998414,Music
KYLE LIONHART - MELBOURNE,2025-07-05,20:00,Chapel Off Chapel,"12 Little Chapel St, Prahran VIC 3181, Australia",https://www.facebook.com/events/2373547086363259/,-37.84832452,144.99496955222065,Music
Flemington Finals Race Day,2025-07-05,11:15,Flemington Racecourse,"448 Epsom Road, Flemington Flemington VIC 3031, Australia",https://www.facebook.com/events/3119084111588273/,-37.78925135,144.9127712588256,Sport
𝐒𝐎𝐋𝐃 𝐎𝐔𝐓 | Void Of Vision Farewell @ The Forum Melbourne | July 5,2025-07-05,00:00,Forum Melbourne,"154 Flinders St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/601637989001691/,-37.81644145,144.9693768124984,Music
Dirty Dike w/ Sammy B-Side: The Golden Lobster Tour // MELBOURNE,2025-07-05,19:00,Max Watts,"125 Swanston St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/660655603517275/,-37.8147557,144.9659879,Music
Direct from Las Vegas | A Tribute To BARBRA STREISAND Starring Sharon Owens | Dinner & Show ,2025-07-05,00:00,arcobar heatherton,"8 Arco Ln, Heatherton VIC 3202, Australia",https://www.facebook.com/events/1598194407493541/,-37.94673685,145.07837928457485,Music
Brave New World with Special Guests,2025-07-05,19:30,Kindred Bandroom,"3 Harris St, Footscray VIC 3011, Australia",https://www.facebook.com/events/1849827322462190/,-37.8119001,144.9008247,Music
The Solid GOLD Band Melb Live “Classic Hits” Dutch Club Carnegie ,2025-07-05,00:00,Carnegie Hall,"60 Rosstown Rd, Carnegie VIC 3163, Australia",https://www.facebook.com/events/1794627464740647/,-37.8864262,145.05686284914034,Music
Masterclass: Playwriting,2025-07-05,00:00,The Wheeler Centre,"176 Little Lonsdale St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/1047169990659021/,-37.8101765,144.9652219,Talks/Workshops
Chocolate Starfish Performs Bat Out Of Hell - The Return,2025-07-05,00:00,Palais Theatre,"Lower Esplanade, St Kilda VIC 3182, Australia",https://www.facebook.com/events/610234541762351/,-37.86708671,144.97599656199426,Music
LORCANA - Mid Season Trove Sealed - Gameology BRUNSWICK - 06/07/25,2025-07-06,11:30,Gameology Brunswick,"36 Hope Street Brunswick, VIC 3056Get directions",https://www.eventbrite.com.au/e/lorcana-mid-season-trove-sealed-gameology-brunswick-060725-tickets-1414584162309?aff=ebdssbdestsearch,-37.7638098,144.9595269,Games
Awaken Your Inner Goddess: A 3hr Creative Wellness Retreat Experience,2025-07-06,10:00,Prana House,"885 High Street #Level 1 Thornbury, VIC 3071Get directions",https://www.eventbrite.com.au/e/awaken-your-inner-goddess-a-3hr-creative-wellness-retreat-experience-tickets-1358519661879?aff=ebdssbdestsearch,-37.7537691,145.0011906,Talks/Workshops
Second Life Markets: Melbourne Winter,2025-07-06,10:00,Younghusband,"50 Elizabeth Street #2 Kensington, VIC 3031Get directions",https://www.eventbrite.com.au/e/second-life-markets-melbourne-winter-tickets-1387851845229?aff=ebdssbdestsearch,-37.7966691,144.9323642,Unknown
Moreland City Soul Revue Residency at The Lomond,2025-07-06,17:00,The Lomond Hotel,"225 Nicholson Street Brunswick East, VIC 3057",https://www.eventbrite.com.au/e/moreland-city-soul-revue-at-the-lomond-tickets-1261832146919?aff=ebdssbdestsearch,-37.7670861,144.9800057,Music
Breathwork with Joe,2025-07-06,10:00,Moss Studios,"101 Evans Street Brunswick, VIC 3056",https://www.eventbrite.com.au/e/breathwork-with-joe-tickets-1374166401699?aff=ebdssbdestsearch,-37.77035559999999,144.9709215,Talks/Workshops
Embodied Healing Through Belly dance,2025-07-06,15:00,BIGBANG studio,"177 Beavers Road #1 Northcote, VIC 3070Get directions",https://www.eventbrite.com.au/e/embodied-healing-through-belly-dance-tickets-1295343369889?aff=ebdssbdestsearch,-37.76567989999999,144.9864456,Talks/Workshops
Paint in the Dark© All Ages - Family Friendly Event,2025-07-06,14:00,Paint for Fun,"252 Graham Street #Unit 1 Port Melbourne, VIC 3207",https://www.eventbrite.com.au/e/paint-in-the-dark-all-ages-family-friendly-event-tickets-1362497208829?aff=ebdssbdestsearch,-37.8386895,144.9385483,Art
July 6th | Social Tennis Mix Single/Double - For Singles | Caufield Park,2025-07-06,16:00,Caulfield Park Tennis Centre,"280 Balaclava Road Caulfield North, VIC 3161Get directions",https://www.eventbrite.com.au/e/july-6th-social-tennis-mix-singledouble-for-singles-caufield-park-tickets-1405619679299?aff=ebdssbdestsearch,-37.8719411,145.0297196,Sport
Flow & Glow- Vinyasa Yoga & 9D Breathwork,2025-07-06,13:30,Oshun Yoga - Reservoir,"20 Gellibrand Crescent Reservoir, VIC 3072Get directions",https://www.eventbrite.com/e/flow-glow-vinyasa-yoga-9d-breathwork-tickets-1416178350569?aff=ebdssbdestsearch,-37.7038553,145.0067149,Talks/Workshops
Sam Lalor 'Meet & Greet' at Collect Fest Melbourne!,2025-07-06,15:00,Melbourne Convention and Exhibition Centre (MCEC),"1 Convention Centre Place South Wharf, VIC 3006Get directions",https://www.eventbrite.com.au/e/sam-lalor-meet-greet-at-collect-fest-melbourne-tickets-1375117125339?aff=ebdssbdestsearch,-37.8253797,144.9523539,Social/Dating
GIN-DULGENT High Tea,2025-07-06,15:30,"Life's Too Short Bar, Tribeca Arcade, Victoria Parade, East Melbourne VIC, Australia","412 Victoria Parade #Shop 2 East Melbourne, VIC 3002Get directions",https://www.eventbrite.com.au/e/gin-dulgent-high-tea-tickets-863518746817?aff=ebdssbdestsearch,-37.8096207,144.985273,Social/Dating
"Pottery Class, Social Clay Session, Make Your Own Speckled Cup - Melbourne",2025-07-06,11:00,"Urth Clay Studio - Melbourne, Strathmore","68B Bulla Road Strathmore, VIC 3041Get directions",https://www.eventbrite.com.au/e/pottery-class-social-clay-session-make-your-own-speckled-cup-melbourne-tickets-689703360317?aff=ebdssbdestsearch,-37.7376746,144.9064462,Art
School Holiday Chocolate workshop and lunch at Cafe Mon Paris,2025-07-06,12:00,Mon Paris,"30 Shuter Street Moonee Ponds, VIC 3039Get directions",https://www.eventbrite.com/e/school-holiday-chocolate-workshop-and-lunch-at-cafe-mon-paris-tickets-1427472672189?aff=ebdssbdestsearch,-37.7669376,144.9208943,Talks/Workshops
"Breathwork - Bayside, Melbourne - Coherence Collective",2025-07-06,10:00,Brighton Life Saving Club,"133 Esplanade Brighton, VIC 3186Get directions",https://www.eventbrite.com/e/breathwork-bayside-melbourne-coherence-collective-tickets-1422970395759?aff=ebdssbdestsearch,-37.9173812,144.9865457,Talks/Workshops
Mantra Magic & Kirtan Groove,2025-07-06,18:00,Ashtanga Yoga Centre of Melbourne,"110-112 Argyle Street #Level 1 Fitzroy, VIC 3065Get directions",https://www.eventbrite.com.au/e/mantra-magic-kirtan-groove-tickets-882749656987?aff=ebdssbdestsearch,-37.7977228,144.9791885,Music
Villa Alba Museum 6th July Open Day,2025-07-06,13:00,Villa Alba Museum,"44 Walmer Street Kew, VIC 3101Get directions",https://www.eventbrite.com.au/e/villa-alba-museum-6th-july-open-day-tickets-1389015575979?aff=ebdssbdestsearch,-37.8051441,145.0112191,Art
Kids Winter Wonderland Ceramic Painting,2025-07-06,10:00,unit 5/6 Shearson Cres,"6 Shearson Crescent #unit 5 Mentone, VIC 3194Get directions",https://www.eventbrite.com.au/e/kids-winter-wonderland-ceramic-painting-tickets-1430940675079?aff=ebdssbdestsearch,-37.9769047,145.0830285,Art
THE POWER PAUSE,2025-07-06,12:30,Pilate Hard,"105 Ormond Road Elwood, VIC 3184Get directions",https://www.eventbrite.com.au/e/the-power-pause-tickets-1412871630079?aff=ebdssbdestsearch,-37.885217,144.987946,Talks/Workshops
Flow Dance: The SOMA Experience,2025-07-06,17:00,The Open Space,"11 Acacia Place Abbotsford, VIC 3067Get directions",https://www.eventbrite.com.au/e/flow-dance-the-soma-experience-tickets-1423516358749?aff=ebdssbdestsearch,-37.8116216,145.0136571,Music
OTIUM X CAVALO SUPERCARS & COFFEE!,2025-07-06,09:30,Cavalo Prestige,"99 Lorimer Street Docklands, VIC 3008Get directions",https://www.eventbrite.com.au/e/otium-x-cavalo-supercars-coffee-tickets-1432451193079?aff=ebdssbdestsearch,-37.8240314,144.9395328,Unknown
UV Resin Earring & Accessories Workshop,2025-07-06,10:30,Artocracy,"435 Sydney Road Brunswick, VIC 3056Get directions",https://www.eventbrite.com.au/e/uv-resin-earring-accessories-workshop-tickets-1417835446989?aff=ebdssbdestsearch,-37.7671579,144.9619772,Art
Sunday Class Breathe and Connect,2025-07-06,10:00,252 St Kilda Rd,"252 Saint Kilda Road St Kilda, VIC 3182Get directions",https://www.eventbrite.com.au/e/sunday-class-breathe-and-connect-tickets-1426676300219?aff=ebdssbdestsearch,-37.8633344,144.9858169,Talks/Workshops
MOSES JONES & LOVE IN VAIN,2025-07-06,14:00,Way Out West Roots Music Club,"4 Market St, Newport VIC 3015, Australia",https://www.facebook.com/events/2142298849567436/,-37.8439028,144.8823845,Music
Corner Hotel Record Fair (July),2025-07-06,00:00,The Corner Hotel,"57 Swan St, Richmond VIC 3121",https://www.facebook.com/events/529213780000520/,-37.82464307,144.9926962,Music
Sound Meditation,2025-07-06,10:00,"Mirosuna - Urban Meditation, Massage, Reiki & Corporate Wellness Studio in South Melbourne","18A Ross Street South Melbourne, VIC 3205Get directions",https://www.eventbrite.com/e/sound-meditation-tickets-700609791747?aff=ebdssbdestsearch,-37.829844,144.9600481,Talks/Workshops
"Sound of Being Journey: Breathwork, Mantra, Meditation & Sound Healing.",2025-07-06,06:30,Centre of You,"Upstairs, 217 Chapel St Prahran Melbourne, VIC 3181",https://www.eventbrite.com.au/e/sound-of-being-journey-breathwork-mantra-meditation-sound-healing-tickets-1347382189399?aff=ebdssbdestsearch,-37.8509316,144.9933031,Talks/Workshops
[Melbourne G-Dragon Concert Special] Biggest K-Pop Party [Party After Show],2025-07-06,22:00,Melbourne,"Melbourne Melbourne, VIC 3000Get directions",https://www.eventbrite.com.au/e/melbourne-g-dragon-concert-special-biggest-k-pop-party-party-after-show-tickets-1425151108329?aff=ebdssbdestsearch,-37.8152065,144.963937,Music
ASA Melbourne Meetup and Plant Sale,2025-07-06,13:00,Welcome to Thornbury,"520 High Street Northcote, VIC 3070Get directions",https://www.eventbrite.com/e/asa-melbourne-meetup-and-plant-sale-tickets-1405401978149?aff=ebdssbdestsearch,-37.7646972,144.9999811,Talks/Workshops
Sharp Edges 'It's Whatevers' Live at the Tote,2025-07-06,19:30,The Tote,"67-71 Johnston Street Collingwood, VIC 3066Get directions",https://www.eventbrite.com/e/sharp-edges-its-whatevers-live-at-the-tote-tickets-1426280325849?aff=ebdssbdestsearch,-37.799477,144.9871103,Music
Chordie Flow Single Launch with The Heights and Pepper La Floyd,2025-07-06,19:00,280 Sydney Rd,"280 Sydney Road Brunswick, VIC 3056Get directions",https://www.eventbrite.com.au/e/chordie-flow-single-launch-with-the-heights-and-pepper-la-floyd-tickets-1377092935039?aff=ebdssbdestsearch,-37.7711488,144.9616353,Music
Sip n Paint in Melbourne: Make my Bunch,2025-07-06,17:30,Ladder Art Space,"4/81 Denmark St Kew, VIC 3101",https://www.eventbrite.com.au/e/sip-n-paint-in-melbourne-make-my-bunch-tickets-1413024898509?aff=ebdssbdestsearch,-37.8089958,145.0285779,Art
Radical Women of Cycling: Melbourne [Kinglake],2025-07-06,07:00,MAAP LaB Melbourne,"33 Wellington Street Collingwood, VIC 3066Get directions",https://www.eventbrite.com.au/e/radical-women-of-cycling-melbourne-kinglake-tickets-1384643097779?aff=ebdssbdestsearch,-37.807412,144.9857314,Sport
Beginner’s Welsh Course,2025-07-06,09:30,Kathleen Syme Library and Community Centre,"251 Faraday Street Carlton, VIC 3053Get directions",https://www.eventbrite.com/e/beginners-welsh-course-tickets-1390571429579?aff=ebdssbdestsearch,-37.7986481,144.9652272,Talks/Workshops
"Finance Startup Financials 101: Master Your Numbers, Grow Your Business",2025-07-06,11:00,Port Melbourne,"181 Rouse Street Port Melbourne, VIC 3207Get directions",https://www.eventbrite.co.uk/e/finance-startup-financials-101-master-your-numbers-grow-your-business-tickets-1414658033259?aff=ebdssbdestsearch,-37.8418967,144.9386326,Business/Networking
EM RUSCIANO | BRUNSWICK BALLROOM,2025-07-07,00:00,Brunswick Ballroom,"314 Sydney Rd, Brunswick VIC 3056, Australia",https://www.facebook.com/events/2069710233508003/?event_time_id=2069710250174668,-37.7704205,144.9617083,Comedy
Jess Hitchcock & Penny Quartet,2025-07-07,19:30,Melbourne Recital Centre,"31 Sturt St, Southbank VIC 3006, Australia",https://www.facebook.com/events/1357515342237584/,-37.82408485,144.96758763141432,Music
"DAVINES - Services and More Workshop - Melbourne, VIC",2025-07-07,10:00,shibui,"139 Toorak Road South Yarra, VIC 3141",https://www.eventbrite.com.au/e/davines-services-and-more-workshop-melbourne-vic-tickets-1253931154839?aff=ebdssbdestsearch,-37.8386846,144.991012,Talks/Workshops
School Holiday Workshop - Illusions in Art (Afternoon Session),2025-07-07,12:30,Paint for Fun,"252 Graham Street #Unit 1 Port Melbourne, VIC 3207",https://www.eventbrite.com.au/e/school-holiday-workshop-illusions-in-art-afternoon-session-tickets-1381232556759?aff=ebdssbdestsearch,-37.8386895,144.9385483,Art
St Kilda Highlights Sunrise Walk - Easy 6km - Dog Friendly!,2025-07-07,06:00,Donovans,"40 Jacka Boulevard St Kilda, VIC 3182Get directions",https://www.eventbrite.com.au/e/st-kilda-highlights-sunrise-walk-easy-6km-dog-friendly-tickets-1430608130429?aff=ebdssbdestsearch,-37.8685776,144.9751279,Social/Dating
Adobe After Effects Essentials - Melbourne Campus,2025-07-07,09:00,Australian City Design College,"802, 343 Little Collins Street Melbourne, VICGet directions",https://www.eventbrite.com/e/adobe-after-effects-essentials-melbourne-campus-tickets-380828236507?aff=ebdssbdestsearch,-37.8154152,144.9634432,Talks/Workshops
Traditional Leatherwork: Dog Collar or Belt with Alison Berton,2025-07-07,10:00,Leffler Leather,"171 Kensington Road West Melbourne, VIC 3003Get directions",https://www.eventbrite.com.au/e/traditional-leatherwork-dog-collar-or-belt-with-alison-berton-tickets-1409690836239?aff=ebdssbdestsearch,-37.8002118,144.9177331,Talks/Workshops
Spice Girls (4 week dance course) South Melbourne,2025-07-07,07:30,Goodlife,"111 Cecil Street South Melbourne, VIC 3205Get directions",https://www.eventbrite.com.au/e/spice-girls-4-week-dance-course-south-melbourne-tickets-1432544983609?aff=ebdssbdestsearch,-37.8308543,144.957072,Talks/Workshops
"Art, War, and Other Catastrophes",2025-07-07,20:30,The Butterfly Club,"5 Carson Place Melbourne, VIC 3000",https://www.eventbrite.co.uk/e/art-war-and-other-catastrophes-tickets-1349305913309?aff=ebdssbdestsearch,-37.8154472,144.9652725,Theatre
Soccer · Winter Holiday Program (Brighton),2025-07-07,09:00,Dendy Park,"Dendy Street Brighton, VIC 3186Get directions",https://www.eventbrite.com.au/e/soccer-winter-holiday-program-brighton-tickets-1391175265669?aff=ebdssbdestsearch,-37.9196289,144.994495,Sport
Vapiano Bourke Street Mall Pizza Kids!,2025-07-07,10:00,Vapiano Bourke Street Mall,"271 Bourke Street #Level 1 Melbourne, VIC 3000Get directions",https://www.eventbrite.com.au/e/vapiano-bourke-street-mall-pizza-kids-tickets-1296420993089?aff=ebdssbdestsearch,-37.813789,144.9654603,Talks/Workshops
Kew Traffic School Public Ride Sessions - Term 2 School Holidays 2025,2025-07-07,09:00,Kew Traffic School,"Corner of Grange Rd & Coltham Rd Kew, VIC 3101Get directions",https://www.eventbrite.com.au/e/kew-traffic-school-public-ride-sessions-term-2-school-holidays-2025-tickets-1391906743539?aff=ebdssbdestsearch,-37.8118098,145.0572052,Sport
2025 Literacy for All Intensive Course,2025-07-07,09:00,Glenroy Specialist School,"208 Hilton Street Glenroy, VIC 3046",https://www.eventbrite.com.au/e/2025-literacy-for-all-intensive-course-tickets-1078018033959?aff=ebdssbdestsearch,-37.6991225,144.9208392,Talks/Workshops
Have a Goodnight Walter,2025-07-07,19:00,The Butterfly Club,"5 Carson Place Melbourne, VIC 3000",https://www.eventbrite.co.uk/e/have-a-goodnight-walter-tickets-1285611722269?aff=ebdssbdestsearch,-37.8154472,144.9652725,Theatre
Sound Bath & iRest Yoga Nidra Emersion,2025-07-07,06:30,Castlefield Community Centre,"505 Bluff Road Hampton, VIC 3188",https://www.eventbrite.com.au/e/sound-bath-irest-yoga-nidra-emersion-tickets-1336196442529?aff=ebdssbdestsearch,-37.9329002,145.0244454,Talks/Workshops
Bird Collage Workshop for Kids,2025-07-07,10:00,54 Errol St,"54 Errol Street North Melbourne, VIC 3051Get directions",https://www.eventbrite.com.au/e/bird-collage-workshop-for-kids-tickets-1404504674289?aff=ebdssbdestsearch,-37.803855,144.949731,Art
Etching #1 - Hard-ground & Soft-ground,2025-07-08,10:00,Australian Print Workshop,"210 Gertrude Street Fitzroy, VIC 3065",https://www.eventbrite.com.au/e/etching-1-hard-ground-soft-ground-tickets-1204082054839?aff=ebdssbdestsearch,-37.8064244,144.9815567,Art
Hakima – Bukjeh,2025-07-08,00:00,Melbourne Recital Centre,"31 Sturt St, Southbank VIC 3006, Australia",https://www.facebook.com/events/3689110251224257/?event_time_id=3689113927890556,-37.82408485,144.96758763141432,Other
Steelo & Howe LIVE at Braybrook Hotel!,2025-07-08,18:00,Braybrook Hotel,"353 Ballarat Road Braybrook, VIC 3019Get directions",https://www.eventbrite.com.au/e/steelo-howe-live-at-braybrook-hotel-tickets-1379196316309?aff=ebdssbdestsearch,-37.779589,144.8485432,Sport
